transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
1667.0,2026-01-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,126383.0,Kartu Debit
1668.0,2025-08-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,211573.0,E-Wallet
1669.0,2024-11-01,Gaji bulanan,Gaji,Pemasukan,6092538.0,E-Wallet
1670.0,2026-04-03,Liburan,Hiburan,Pengeluaran,466568.0,Kartu Debit
1671.0,2025-03-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,56758.0,Kartu Debit
1672.0,2025-08-11,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51266.0,Kartu Debit
1673.0,2025-08-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,134656.0,Transfer Bank
1674.0,2025-04-22,Paket data,Pulsa & Internet,Pengeluaran,78839.0,Kartu Debit
1675.0,2025-02-02,Bonus,Gaji,Pemasukan,2013844.0,Transfer Bank
1676.0,2025-09-10,Taksi,Transportasi,Pengeluaran,30927.0,E-Wallet
1677.0,2025-08-06,Gaji bulanan,Hiburan,Pemasukan,6027784.0,Kartu Debit
1678.0,2025-05-30,Transfer teman,Transfer Teman/Keluarga,Pemasukan,227150.0,Transfer Bank
1679.0,2025-12-19,Kopi,Makanan & Minuman,Pengeluaran,61971.0,Kartu Kredit
1680.0,2026-04-14,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,470537.0,E-Wallet
1681.0,2026-03-24,Konser,Hiburan,Pengeluaran,488924.0,E-Wallet
1682.0,2024-07-07,Bayar kos,Tempat Tinggal,Pengeluaran,841769.0,Tunai
1683.0,2026-01-23,Bonus,Gaji,Pemasukan,2887972.0,Transfer Bank
1684.0,2024-07-05,Pakaian baru,Belanja Bulanan,Pengeluaran,440791.0,Tunai
1685.0,2024-06-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,234496.0,Transfer Bank
1686.0,2025-12-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,181913.0,E-Wallet
1687.0,2024-11-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,85338.0,Transfer Bank
1688.0,2024-07-10,Bonus,Gaji,Pemasukan,2960074.0,Kartu Debit
1689.0,2025-11-14,Tagihan internet,Pulsa & Internet,Pengeluaran,92557.0,E-Wallet
1690.0,2026-01-04,Bonus,Gaji,Pemasukan,1755182.0,Kartu Debit
1691.0,2024-06-25,Gaji bulanan,Gaji,Pemasukan,6244546.0,Kartu Debit
1692.0,2025-03-18,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51263.0,Tunai
1693.0,2026-05-20,Pakaian baru,Belanja Bulanan,Pengeluaran,231914.0,Kartu Kredit
1694.0,2025-05-06,Gaji bulanan,Gaji,Pemasukan,6475558.0,Kartu Debit
1695.0,2026-01-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,120212.0,Kartu Debit
1696.0,2025-07-17,Liburan,Hiburan,Pengeluaran,402249.0,Transfer Bank
1697.0,2026-03-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,82635.0,Kartu Debit
1698.0,2024-07-21,Beli makan siang,Makanan & Minuman,Pengeluaran,178497.0,Kartu Kredit
1699.0,2025-11-26,Tagihan internet,Pulsa & Internet,Pengeluaran,134779.0,Kartu Kredit
1700.0,2024-12-20,Tiket bioskop,Hiburan,Pengeluaran,38041.0,Kartu Kredit
1701.0,2026-05-19,Paket data,Pulsa & Internet,Pengeluaran,101659.0,Kartu Debit
1702.0,2026-05-06,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,166220.0,E-Wallet
1703.0,2026-01-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,73477.0,E-Wallet
1704.0,2024-11-28,Kopi,Makanan & Minuman,Pengeluaran,29856.0,Kartu Debit
1705.0,2025-11-15,Ojek online,Transportasi,Pengeluaran,54187.0,E-Wallet
1706.0,2025-05-25,Tiket KRL,Transportasi,Pengeluaran,58337.0,Kartu Debit
1707.0,2025-05-14,Bonus,Gaji,Pemasukan,2446120.0,E-Wallet
1708.0,2024-11-20,Tagihan internet,Pulsa & Internet,Pengeluaran,-149909.0,Kartu Debit
1709.0,2024-12-12,Kirim uang keluarga,,Pemasukan,160552.0,Kartu Debit
1710.0,2025-02-04,Gaji bulanan,Gaji,Pemasukan,6090463.0,Kartu Debit
1711.0,2025-01-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,61602.0,Transfer Bank
1712.0,2025-02-26,Belanja dapur,Makanan & Minuman,Pengeluaran,341371.0,Kartu Kredit
1713.0,2024-06-30,Transfer teman,Transfer Teman/Keluarga,Pemasukan,115927.0,Kartu Debit
1714.0,2026-05-02,Gaji bulanan,Gaji,Pemasukan,6240265.0,Transfer Bank
1715.0,2024-06-20,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,217336.0,Kartu Debit
1716.0,2024-06-24,Netflix,Pembayaran Langganan,Pengeluaran,27717.0,Transfer Bank
1717.0,2025-07-05,Pulsa prabayar,Pulsa & Internet,Pengeluaran,116471.0,Kartu Debit
1718.0,2026-05-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,108335.0,Transfer Bank
1719.0,2025-01-02,Bensin,Transportasi,Pengeluaran,55335.0,Kartu Debit
1720.0,2026-05-19,Belanja dapur,Makanan & Minuman,Pengeluaran,275022.0,Transfer Bank
1721.0,2025-01-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,261694.0,Transfer Bank
1722.0,2025-12-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,211184.0,Kartu Debit
1723.0,2024-11-25,Bonus,Gaji,Pemasukan,2877966.0,E-Wallet
1724.0,2026-02-23,Pakaian baru,Belanja Bulanan,Pengeluaran,398258.0,E-Wallet
1725.0,2025-01-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,257290.0,Kartu Debit
1726.0,2025-03-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,292086.0,E-Wallet
1727.0,2024-11-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,229222.0,E-Wallet
1728.0,2025-05-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51658.0,E-Wallet
1729.0,2024-08-11,Belanja dapur,Makanan & Minuman,Pengeluaran,617325.0,E-Wallet
1730.0,2025-08-20,Konser,Hiburan,Pengeluaran,414108.0,E-Wallet
1731.0,2025-12-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,216770.0,E-Wallet
1732.0,2024-08-29,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,236716.0,E-Wallet
1733.0,2025-06-14,Ojek online,Transportasi,Pengeluaran,95785.0,E-Wallet
1734.0,2026-02-05,Gaji bulanan,Gaji,Pemasukan,6085223.0,E-Wallet
1735.0,2025-05-06,Langganan streaming,Hiburan,Pengeluaran,36202.0,Kartu Kredit
1736.0,2026-05-24,Gaji bulanan,Gaji,Pemasukan,6168329.0,Kartu Debit
1737.0,2025-10-02,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,280233.0,Kartu Debit
1738.0,2024-08-04,Bonus,Gaji,Pemasukan,1747614.0,Kartu Debit
1739.0,2025-12-18,Gym membership,Pembayaran Langganan,Pengeluaran,200131.0,Kartu Debit
1740.0,2024-12-17,Gaji bulanan,Gaji,Pemasukan,6289855.0,Transfer Bank
1741.0,2025-07-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,163582.0,E-Wallet
1742.0,2024-12-14,Ojek online,Transportasi,Pengeluaran,64932.0,Transfer Bank
,2024-12-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,242965.0,Transfer Bank
1744.0,2025-07-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,180449.0,Transfer Bank
1745.0,2025-11-13,Service AC kos,Tempat Tinggal,Pengeluaran,51650.0,E-Wallet
1746.0,2024-11-21,Bonus,Gaji,Pemasukan,2161604.0,Kartu Debit
1747.0,2024-11-07,Bonus,Gaji,Pemasukan,2187862.0,E-Wallet
1748.0,2025-05-07,Service AC kos,Tempat Tinggal,Pengeluaran,50522.0,Transfer Bank
1749.0,2025-10-06,Beli makan siang,Makanan & Minuman,Pengeluaran,-105629.0,Tunai
1750.0,2026-01-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,253946.0,Transfer Bank
1751.0,2024-06-28,Transfer teman,,Pemasukan,160808.0,E-Wallet
1752.0,2026-05-09,Bonus,Gaji,Pemasukan,2171457.0,E-Wallet
1753.0,,Bonus,Gaji,Pemasukan,1992609.0,Transfer Bank
1754.0,2025-02-24,Bonus,Gaji,Pemasukan,2736518.0,Kartu Debit
1755.0,2025-08-17,Gaji bulanan,Gaji,Pemasukan,6365857.0,E-Wallet
1756.0,2026-01-21,Kopi,Pembayaran Langganan,Pengeluaran,21827.0,Tunai
1757.0,2025-08-27,Tagihan internet,Pulsa & Internet,Pengeluaran,110744.0,Transfer Bank
1758.0,2024-06-01,Iuran lingkungan,Tempat Tinggal,,50774.0,Transfer Bank
1759.0,2024-06-10,Bonus,Gaji,Pemasukan,1152441.0,Transfer Bank
1760.0,2024-09-03,Tiket bioskop,Hiburan,Pengeluaran,31534.0,Transfer Bank
1761.0,2024-08-07,Liburan,Hiburan,Pengeluaran,307251.0,E-Wallet
1762.0,2024-05-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,257361.0,E-Wallet
1763.0,2024-06-20,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50773.0,Transfer Bank
1764.0,2025-09-03,Transfer teman,Transfer Teman/Keluarga,,231408.0,E-Wallet
1765.0,2025-01-28,Taksi,Transportasi,Pengeluaran,85004.0,Kartu Debit
1766.0,2026-03-19,Bonus,Gaji,Pemasukan,2604813.0,E-Wallet
1767.0,2025-07-13,Jajan,Makanan & Minuman,Pengeluaran,69768.0,
1768.0,2024-12-19,Bonus,Gaji,Pemasukan,2600900.0,E-Wallet
1769.0,2025-11-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,182424.0,Kartu Debit
1770.0,2024-09-16,Gym membership,Pembayaran Langganan,Pengeluaran,200787.0,Kartu Debit
1771.0,2025-10-05,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,267486.0,Transfer Bank
1772.0,2024-06-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,278101.0,E-Wallet
1773.0,2025-05-12,Taksi,Transportasi,Pengeluaran,31172.0,Kartu Debit
1774.0,2025-12-07,Spotify Premium,Pembayaran Langganan,Pengeluaran,23863.0,Transfer Bank
1775.0,2025-05-01,Bonus,Gaji,Pemasukan,2541236.0,Kartu Debit
1776.0,2026-03-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,231503.0,E-Wallet
1777.0,2024-07-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,62263.0,E-Wallet
1778.0,2024-07-23,Liburan,Hiburan,Pengeluaran,485407.0,E-Wallet
1779.0,2024-12-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,291503.0,Kartu Debit
1780.0,2025-02-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,125016.0,Transfer Bank
1781.0,2025-12-30,Liburan,Hiburan,Pengeluaran,394066.0,Kartu Kredit
1782.0,2026-03-21,Bonus,Gaji,Pemasukan,1279926.0,Transfer Bank
1783.0,2024-06-05,Bonus,Gaji,Pemasukan,2515449.0,Kartu Debit
1784.0,2024-10-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,267997.0,E-Wallet
1785.0,2024-07-20,Gaji bulanan,Gaji,Pemasukan,6138529.0,E-Wallet
1786.0,2025-11-11,Makan malam restoran,Pulsa & Internet,Pengeluaran,528720.0,E-Wallet
1787.0,2025-12-13,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,431995.0,Kartu Kredit
1788.0,2024-11-28,Bonus,Gaji,Pemasukan,1461187.0,Transfer Bank
1789.0,2026-02-26,Konser,Hiburan,Pengeluaran,496130.0,Transfer Bank
,2024-09-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,299154.0,Transfer Bank
1791.0,2025-10-25,Gaji bulanan,Gaji,Pemasukan,6246060.0,Transfer Bank
1792.0,2025-01-19,Bonus,Gaji,Pemasukan,2619431.0,Kartu Debit
1793.0,2026-04-29,Bayar kos,Tempat Tinggal,Pengeluaran,800848.0,Kartu Debit
1794.0,2025-02-09,Jajan,Makanan & Minuman,Pengeluaran,68430.0,Kartu Debit
1795.0,2025-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,169503.0,Kartu Debit
1796.0,2024-08-25,Tiket KRL,Transportasi,Pengeluaran,25230.0,Tunai
1797.0,2025-07-18,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,390529.0,Kartu Debit
1798.0,2024-12-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,168136.0,E-Wallet
1799.0,2025-02-09,Tagihan internet,Pulsa & Internet,Pengeluaran,84978.0,E-Wallet
1800.0,2024-06-01,Bonus,Gaji,Pemasukan,-1434813.0,Transfer Bank
1801.0,2026-04-09,Tiket KRL,Transportasi,Pengeluaran,67365.0,Kartu Debit
1802.0,2025-08-18,,Makanan & Minuman,Pengeluaran,59048.0,Kartu Debit
1803.0,2025-05-21,Kirim uang keluarga,Transfer Teman/Keluarga,,65529.0,Transfer Bank
1804.0,2026-04-12,Service AC kos,Tempat Tinggal,Pengeluaran,51237.0,E-Wallet
1805.0,2025-07-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,273051.0,Kartu Debit
1806.0,2026-04-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,105110.0,E-Wallet
1807.0,2025-06-09,Pulsa prabayar,Pulsa & Internet,Pengeluaran,,Kartu Kredit
1808.0,2024-07-06,Bonus,Gaji,Pemasukan,1293504.0,Transfer Bank
1809.0,2025-08-01,Belanja dapur,Makanan & Minuman,Pengeluaran,612678.0,E-Wallet
1810.0,2025-03-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,101798.0,Kartu Debit
1811.0,2025-07-03,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,271208.0,Kartu Kredit
1812.0,2026-04-05,Gaji bulanan,Gaji,Pemasukan,6477437.0,Kartu Debit
1813.0,2024-11-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,177600.0,E-Wallet
1814.0,2025-06-15,Kirim uang keluarga,Transfer Teman/Keluarga,,111486.0,E-Wallet
1815.0,2025-01-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,51286.0,E-Wallet
1816.0,2026-04-06,Pulsa prabayar,Pulsa & Internet,Pengeluaran,114567.0,Kartu Debit
1817.0,2024-09-17,Belanja dapur,Makanan & Minuman,Pengeluaran,326592.0,Kartu Kredit
1818.0,2026-05-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,78968.0,Transfer Bank
1819.0,2025-11-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,157409.0,Kartu Debit
1820.0,2025-12-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,67662.0,E-Wallet
1821.0,2024-07-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,136970.0,Transfer Bank
1822.0,2025-12-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,246335.0,Kartu Debit
1823.0,2024-07-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,244150.0,Transfer Bank
1824.0,2024-05-31,Pakaian baru,Belanja Bulanan,Pengeluaran,354534.0,Tunai
1825.0,2024-08-26,Gaji bulanan,Gaji,Pemasukan,6424413.0,Kartu Debit
1826.0,2025-08-17,Pulsa prabayar,Pulsa & Internet,Pengeluaran,112665.0,Kartu Debit
1827.0,2024-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,259795.0,Transfer Bank
1828.0,2024-10-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51054.0,Transfer Bank
1829.0,2026-05-14,Pakaian baru,,Pengeluaran,249551.0,Tunai
1830.0,2024-10-10,Transfer teman,Transfer Teman/Keluarga,Pemasukan,270336.0,Kartu Debit
1831.0,2025-08-17,Pulsa prabayar,Pulsa & Internet,Pengeluaran,148480.0,Transfer Bank
1832.0,2024-10-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,275772.0,Kartu Debit
1833.0,2026-04-02,Konser,Hiburan,Pengeluaran,332195.0,Kartu Kredit
1834.0,2025-04-15,Bonus,Gaji,Pemasukan,1571779.0,Transfer Bank
1835.0,2025-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,236859.0,Transfer Bank
1836.0,2025-02-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,243136.0,Kartu Debit
1837.0,2024-09-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,79311.0,E-Wallet
1838.0,2025-10-03,Kirim uang keluarga,,Pengeluaran,130014.0,E-Wallet
1839.0,2024-09-12,Bensin,Transportasi,Pengeluaran,12957.0,Kartu Debit
1840.0,2025-11-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,207958.0,Kartu Debit
1841.0,2025-11-03,Ojek online,Transportasi,Pengeluaran,84578.0,Transfer Bank
1842.0,2025-10-16,Paket data,Pulsa & Internet,Pengeluaran,89155.0,Kartu Kredit
1843.0,2025-12-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,157044.0,E-Wallet
1844.0,2026-02-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50029.0,
1845.0,2025-11-26,Gaji bulanan,Gaji,Pemasukan,6151563.0,Transfer Bank
1846.0,2026-04-09,Transfer teman,Transfer Teman/Keluarga,Pemasukan,181141.0,Transfer Bank
1847.0,2025-11-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,267630.0,Transfer Bank
1848.0,2025-08-01,Transfer teman,,Pemasukan,68503.0,Transfer Bank
1849.0,2025-02-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,,E-Wallet
1850.0,2025-08-20,Langganan streaming,Hiburan,Pengeluaran,44710.0,Transfer Bank
1851.0,2025-09-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,277698.0,E-Wallet
1852.0,2025-02-25,Pulsa prabayar,Pulsa & Internet,Pengeluaran,106037.0,Transfer Bank
1853.0,2024-08-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,241415.0,E-Wallet
1854.0,2026-01-14,Bonus,Gaji,Pemasukan,2736937.0,E-Wallet
1855.0,2026-02-18,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,286351.0,Kartu Debit
1856.0,2026-02-10,Pakaian baru,Belanja Bulanan,Pengeluaran,260109.0,Kartu Debit
1857.0,2025-05-02,Bonus,Gaji,Pemasukan,1275520.0,Transfer Bank
1858.0,2026-01-17,Cloud storage,Pembayaran Langganan,Pengeluaran,54140.0,Kartu Debit
1859.0,2024-11-30,Gaji bulanan,Gaji,Pemasukan,6417236.0,E-Wallet
1860.0,2024-11-06,Pakaian baru,Belanja Bulanan,Pengeluaran,383572.0,Kartu Kredit
1861.0,2025-07-27,Netflix,Pembayaran Langganan,Pengeluaran,24879.0,Transfer Bank
1862.0,2025-05-23,Ojek online,Transportasi,Pengeluaran,77912.0,E-Wallet
1863.0,2024-11-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,271787.0,E-Wallet
1864.0,2025-11-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,114026.0,E-Wallet
1865.0,2024-12-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,203961.0,Kartu Debit
1866.0,2025-09-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,167361.0,E-Wallet
1867.0,2025-04-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110679.0,Kartu Debit
1868.0,2026-01-05,Langganan streaming,Hiburan,Pengeluaran,44008.0,Kartu Debit
1869.0,2026-04-06,Pakaian baru,Belanja Bulanan,Pengeluaran,417299.0,Transfer Bank
1870.0,2026-05-17,Gaji bulanan,Gaji,Pemasukan,6177050.0,Kartu Debit
1871.0,2026-04-11,Bayar kos,Tempat Tinggal,Pengeluaran,878603.0,
1872.0,2025-12-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,140626.0,Transfer Bank
1873.0,2024-09-29,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,77849.0,Transfer Bank
1874.0,2026-03-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,252295.0,Transfer Bank
1875.0,2026-03-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,54190.0,Transfer Bank
1876.0,2025-04-29,Transfer teman,Transfer Teman/Keluarga,Pemasukan,247474.0,E-Wallet
1877.0,2025-07-31,Gaji bulanan,Gaji,Pemasukan,6412218.0,Transfer Bank
1878.0,2025-07-11,Tagihan internet,Pulsa & Internet,Pengeluaran,108764.0,Kartu Kredit
1879.0,2025-05-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50944.0,E-Wallet
1880.0,2024-11-08,Makan malam restoran,Makanan & Minuman,Pengeluaran,680803.0,Kartu Kredit
1881.0,2026-03-14,Bonus,Gaji,Pemasukan,-2153125.0,E-Wallet
1882.0,2024-09-21,Liburan,Hiburan,Pengeluaran,464741.0,Transfer Bank
1883.0,2025-01-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,143267.0,Kartu Debit
1884.0,2024-06-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,174082.0,E-Wallet
1885.0,2026-04-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,192508.0,Transfer Bank
1886.0,2025-02-27,Gaji bulanan,Hiburan,Pemasukan,6495087.0,E-Wallet
1887.0,2024-09-23,Makan malam restoran,Makanan & Minuman,Pengeluaran,421917.0,Kartu Debit
1888.0,2024-08-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,228012.0,E-Wallet
1889.0,2025-09-14,Netflix,Pembayaran Langganan,Pengeluaran,26864.0,Kartu Kredit
1890.0,2024-08-25,Tiket KRL,Transportasi,Pengeluaran,27984.0,Kartu Debit
1891.0,2024-07-21,Bonus,Gaji,Pemasukan,2026387.0,Transfer Bank
1892.0,2026-05-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,54050.0,Transfer Bank
1893.0,2025-01-09,Spotify Premium,Pembayaran Langganan,Pengeluaran,23460.0,Transfer Bank
1894.0,2025-05-07,Konser,Hiburan,Pengeluaran,473374.0,Kartu Kredit
1895.0,2025-06-02,Bonus,Gaji,Pemasukan,2416259.0,Kartu Debit
,2025-09-11,,Gaji,Pemasukan,2762019.0,Kartu Debit
1897.0,2024-09-28,Langganan streaming,Hiburan,Pengeluaran,49645.0,Transfer Bank
1898.0,2024-05-31,Transfer teman,Transfer Teman/Keluarga,,71790.0,Kartu Debit
1899.0,2026-05-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,209189.0,Kartu Debit
1900.0,2024-06-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,214420.0,Kartu Debit
1901.0,2026-03-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,192127.0,Transfer Bank
1902.0,2025-06-02,Cloud storage,Pembayaran Langganan,Pengeluaran,50444.0,Transfer Bank
1903.0,2025-02-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,290076.0,Transfer Bank
1904.0,2025-03-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,167056.0,Kartu Debit
1905.0,2026-03-10,Bonus,Gaji,Pemasukan,2498400.0,Transfer Bank
1906.0,2026-02-10,Service AC kos,Tempat Tinggal,Pengeluaran,51558.0,Tunai
,2025-01-19,Netflix,Pembayaran Langganan,Pengeluaran,25077.0,Transfer Bank
1908.0,2025-10-02,Ojek online,Transportasi,Pengeluaran,51698.0,Tunai
1909.0,2025-12-01,Bonus,Gaji,Pemasukan,2608630.0,Transfer Bank
1910.0,2026-01-14,Gaji bulanan,Gaji,Pemasukan,6064079.0,Transfer Bank
1911.0,2025-10-23,Liburan,Hiburan,Pengeluaran,300421.0,Kartu Debit
1912.0,2025-06-06,Tiket bioskop,Hiburan,,48727.0,Kartu Debit
1913.0,2025-09-20,Makan malam restoran,Makanan & Minuman,Pengeluaran,-289657.0,Transfer Bank
1914.0,2024-12-30,Gym membership,Pembayaran Langganan,Pengeluaran,200216.0,E-Wallet
1915.0,2025-02-16,Bonus,Gaji,Pemasukan,1895737.0,Transfer Bank
1916.0,2025-03-28,Netflix,Pembayaran Langganan,Pengeluaran,25275.0,Kartu Debit
1917.0,2025-06-16,Bonus,Gaji,Pemasukan,1394399.0,Kartu Debit
1918.0,2026-03-06,Bonus,Gaji,Pemasukan,1934798.0,Kartu Debit
1919.0,2025-06-22,Bonus,Gaji,Pemasukan,1223323.0,Kartu Debit
1920.0,2026-02-17,Bonus,Gaji,Pemasukan,2308184.0,E-Wallet
1921.0,2026-03-23,Tiket KRL,Transportasi,Pengeluaran,75290.0,E-Wallet
1922.0,2024-08-14,Pulsa prabayar,Pulsa & Internet,Pengeluaran,57311.0,E-Wallet
1923.0,2026-01-14,Gaji bulanan,Gaji,Pemasukan,6178043.0,E-Wallet
1924.0,2025-02-06,Bonus,Gaji,Pemasukan,2980748.0,Transfer Bank
1925.0,2026-04-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110870.0,E-Wallet
1926.0,2024-09-27,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,314986.0,E-Wallet
1927.0,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6014135.0,Transfer Bank
1928.0,2026-03-15,Gaji bulanan,Hiburan,Pemasukan,6042038.0,E-Wallet
1929.0,2025-02-26,Gaji bulanan,Gaji,Pemasukan,6383805.0,Kartu Debit
1930.0,2024-08-31,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,206363.0,E-Wallet
1931.0,2025-11-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,114133.0,Transfer Bank
1932.0,2024-12-30,Bonus,Gaji,Pemasukan,1826558.0,E-Wallet
1933.0,2025-02-15,Langganan streaming,Hiburan,Pengeluaran,34808.0,Transfer Bank
1934.0,2025-06-30,Kirim uang keluarga,,Pemasukan,120384.0,Transfer Bank
1935.0,2025-02-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,127598.0,E-Wallet
1936.0,2026-04-18,Gaji bulanan,Gaji,Pemasukan,6096000.0,E-Wallet
1937.0,2024-06-21,Gaji bulanan,Gaji,Pemasukan,6294692.0,Kartu Debit
1938.0,2025-09-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,64675.0,Transfer Bank
1939.0,2025-08-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,236254.0,Transfer Bank
1940.0,2025-04-01,Paket data,Pulsa & Internet,Pengeluaran,73695.0,Transfer Bank
1941.0,2025-08-17,Transfer teman,Transfer Teman/Keluarga,Pemasukan,203134.0,Kartu Debit
1942.0,2025-09-26,Taksi,Transportasi,Pengeluaran,34814.0,Kartu Debit
1943.0,2025-11-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,192810.0,Transfer Bank
1944.0,,Transfer teman,Transfer Teman/Keluarga,Pemasukan,237318.0,E-Wallet
1945.0,2025-06-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,186594.0,Kartu Debit
1946.0,2025-06-15,Transfer teman,Transfer Teman/Keluarga,Pemasukan,262194.0,E-Wallet
1947.0,2024-09-07,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,,E-Wallet
